archive,original_path,original_bytes,original_sha256,release_path,release_sha256,action,encoding
DE_Matlab.zip,DE_Matlab/Ori_Y_Iamge.bmp,1080054,2fb74f02389f3597ad833fd1ac49e558afafaed181034ad25f6b025cb4ce8cee,,,excluded: original sample media or derived image data; retained in input ZIP,
DE_Matlab.zip,DE_Matlab/output.bmp,1080054,5eb0c50f0c53389cdd99bcdb5fddd47cc0ffcc6defaad00e81f9e6aaae1f5c87,,,excluded: original sample media or derived image data; retained in input ZIP,
DE_Matlab.zip,DE_Matlab/output2.coe,1044543,a556edb08769152cd1a9878304692e10fa32924a5d215d027f253c65e90b3632,,,excluded: original sample media or derived image data; retained in input ZIP,
DE_Matlab.zip,DE_Matlab/output_32bit.coe,652862,b269f308433e694c10aa0dcaab63c0509ebeb09109601c82adf4222c49e9db36,,,excluded: original sample media or derived image data; retained in input ZIP,
DE_Matlab.zip,DE_Matlab/RGB565_to_YCbCr.m,1251,2746936188c4067f4f06497a4b75e7c68ed4a805354ddc17bda04675345f981b,reference/matlab/RGB565_to_YCbCr.m,c74e22e9929c3334e4415b5cf93dcb33c17bb49fe8950ba3060fffbef1b6c9b5,retained; UTF-8/LF normalization only,utf-8
DE_Matlab.zip,DE_Matlab/sample.bmp,53747850,71a941a2d15827a51274072aa2ca89cb683f588e14cb24a1684a6154841ada10,,,excluded: original sample media or derived image data; retained in input ZIP,
DE_Matlab.zip,DE_Matlab/tb_330_2_480.m,452,4fa6911e4b8519220eee36028332188ef9b76be71bee97b31d758042e5367c51,reference/matlab/tb_330_2_480.m,ea9716a370112b5e78dac2d33d84532fa287518ef165116be5815913ace0d67d,retained; UTF-8/LF normalization only,utf-8
DE_Matlab.zip,DE_Matlab/tb_data.txt,761385,547efaad42b2d68db1d22068e6f0952437d9fff3ac7ce91f888bec82fdc47a21,,,excluded: generated build/simulator/IDE artifact or historical output,
DE_Matlab.zip,DE_Matlab/tb_image.bmp,391734,a4a948807439abcbfa3011bce65b3719edad5410286eac7c722d429538909819,,,excluded: original sample media or derived image data; retained in input ZIP,
DE_Matlab.zip,DE_Matlab/tb_image.raw,391680,7f6153673c996db71d1b379bc81069f43caa6f16fda02b2115d9991d20ed5207,,,excluded: original sample media or derived image data; retained in input ZIP,
DE_Matlab.zip,DE_Matlab/tb_image_480_272.bmp,391734,39f703b21b3320c3b4ff1be605070e0a8f4b55148e8677db44ac6270b23b2a73,,,excluded: original sample media or derived image data; retained in input ZIP,
DE_Matlab.zip,DE_Matlab/tb_result_data.txt,762218,2be9f801e0a0036fa3ecf1410f9847a79bd652f3b3a144591bf553ed64f8bb5f,,,excluded: generated build/simulator/IDE artifact or historical output,
DE_Matlab.zip,DE_Matlab/tb_test.asv,7068,bc29b5b35d0514e0b9570dd84a862a42035378911fc93589bc103a23cfcaea8f,,,excluded: generated build/simulator/IDE artifact or historical output,
DE_Matlab.zip,DE_Matlab/tb_test.m,7944,baff21ca392e4ec2ba246e0ee43ebf86819fe18f254d39da2f51f0ff6e5b4b14,reference/matlab/tb_test.m,09514efe8f8fc2e9334ab2760d3f1edcbdba961a088345f1337b62e5d6508e7d,retained; UTF-8/LF normalization only,utf-8
DE_Matlab.zip,DE_Matlab/tb_Yuri.png,391734,268b59ec148096ae1f0208c438c926e2dccb5eb7e0399d6893ad997776ec8ee5,,,excluded: original sample media or derived image data; retained in input ZIP,
DE_Matlab.zip,DE_Matlab/vs_image.m,1162,612f21eefc5458f4a23b7add0e0c84462de8895664f705c6a854bb9ba8b2a575,reference/matlab/vs_image.m,85162d4924323a2d0bbff0caf39036934fbdbb1ff3c5604cbea2b874d24d1897,retained; UTF-8/LF normalization only,utf-8
DE_Matlab.zip,DE_Matlab/Y_output.bmp,1080054,701f5d39c2faa9c246d22b6754d200fb955251eb87976d08430b79670f27e4ec,,,excluded: original sample media or derived image data; retained in input ZIP,
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/BRAMCtrl.v,1318,ef01a98a898dd46c46c2942c5cfc17935006c189ed6aaf46f8296c92c1436653,archive/camera_lcd/BRAMCtrl.v,ef01a98a898dd46c46c2942c5cfc17935006c189ed6aaf46f8296c92c1436653,retained; UTF-8/LF normalization only,utf-8
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/Camera_LCD_ctrl_v1.cr.mti,3551,a64b93544f6f9166a59265b487e68f66b88307fdc197771dfc4af248bded5886,,,excluded: generated build/simulator/IDE artifact or historical output,
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/Camera_LCD_ctrl_v1.mpf,24898,03df0386bd0523f0902f7c47116ed1db1602e5234d350e7a4a7b0b6fbf96bc12,,,excluded: historical IDE project metadata; setup facts documented separately,
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/Camera_LCD_ctrl_v1/Camera_LCD_ctrl_v1.cache/wt/project.wpc,61,ee9038c533d94eb3a610d16227d9cce9db798352497f0ba7e005afc06ad7aa3e,,,excluded: generated build/simulator/IDE artifact or historical output,
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/Camera_LCD_ctrl_v1/Camera_LCD_ctrl_v1.hw/Camera_LCD_ctrl_v1.lpr,343,e7728496492663d30b680486fd9145ed891eed32dcdd212e7e2b6bf47d939857,,,excluded: generated build/simulator/IDE artifact or historical output,
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/Camera_LCD_ctrl_v1/Camera_LCD_ctrl_v1.hw/hw_1/hw.xml,753,31d7fdcb0ce21ed15f2fd1ea77a93717ae46aaad0bedd4130897f208d287ab02,,,excluded: generated build/simulator/IDE artifact or historical output,
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/Camera_LCD_ctrl_v1/Camera_LCD_ctrl_v1.xpr,10564,a596e2efab03c2e1aa6d252347d3c3dd75a0528df0ec0acad4e0c01c4753df31,,,excluded: historical IDE project metadata; setup facts documented separately,
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/Camera_LCD_ctrl_v1/top.bit,4045663,f80b6da9c56bc2231d3cdf747cef7aca5129522920dba36d6d7bd0897972a584,,,excluded: generated build/simulator/IDE artifact or historical output,
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/Camera_LCD_ctrl_v1/vivado.jou,1586,21a0c5d2028986e643c7fcb0454993f951cfa8c46d0e3c2d704188ecb5f9680c,,,excluded: generated build/simulator/IDE artifact or historical output,
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/Camera_LCD_ctrl_v1/vivado.log,7348,91d4bf1a6bddb0db1a46999336e4aa2f7b4372a58e4ba4499f352624e8262e5d,,,excluded: generated build/simulator/IDE artifact or historical output,
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/CIS_IF.v,2545,128509604710a5aa27ee0b313e6731db185f9a60cae6583f1083865a34041d2c,archive/camera_lcd/CIS_IF.v,fa7cfcb775a0f613c1abe512f0f77c73ac8b38f9b9a9e1c58c0ce094ed7e6f6d,retained; UTF-8/LF normalization only,cp949
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/g2m.v,386,3c04d8f53e0cf53e2bf8f7163ca9e8e65ffe98b4852775db451028a747925473,archive/camera_lcd/g2m.v,0d9f0e58edd76959c66ff0903b29c3f5a0f7c07bb5e930c7312de110e3257676,retained; UTF-8/LF normalization only,cp949
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/horizontal.v,1277,e6446bc2cf06c972410b4be615ced683851e5c32b15e053fe0f5226381fc12d1,archive/camera_lcd/horizontal.v,e239b382bf62219b5a3969903dcc9ca7aa44a7006545c50bffe2870786592a67,retained; UTF-8/LF normalization only,utf-8
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/I2C.ngc,34167,b21eaf761da871728a7f05d6a61d74f2e8632aaaef2f79a118ce0ca749e89025,,,excluded: compiled I2C netlist; source/license provenance not supplied,
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/I2C.v,330,476ca9cfe72810a92539cba2e839313eacc74bc724a13e0b16147db21d9e793e,archive/camera_lcd/I2C.v,8a131f6566703124eefae042c9131c43f96bcea540885079f3f019b784209210,retained; UTF-8/LF normalization only,cp949
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/i2c_top.v,851,77c81672648c934d98371c4e4f3bb0c678104488a28ac0975ba1eab51703ae5f,archive/camera_lcd/i2c_top.v,54a25f22cfbd8ffc9be37b95fd1bddc43e3ddcd532793bf3905257e7e82cf914,retained; UTF-8/LF normalization only,cp949
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/i2cset.v,3486,0120ced7fae707bf88ef0c1f525ac8c8f3ab5e243cd796fc7fe9de212fcc1253,archive/camera_lcd/i2cset.v,6a53be8b5cbd65a0dec22a2a19032e9dcd62aa80e1f12f68c34c4e01f985780c,retained; UTF-8/LF normalization only,cp949
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/packing.v,1745,40e4a2e235835600c579cc8b9d97608d2daec3f5b32eb4a07cbc5bca99718265,archive/camera_lcd/packing.v,ccd5ec54cc841e97b04598b7598b19551c70d3c5f7cf0c18b35e0284a1e0eb69,retained; UTF-8/LF normalization only,utf-8
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/packing_unpakcing.v,772,057bc7b3aea15a8e8bc3ecef6091bb3de8a7c96d1b44e080b9104e90ce8c08e2,archive/camera_lcd/packing_unpakcing.v,6567691fdf86f49281ecdfd753d4827ccef7f1ac69952a14f07405570039c535,retained; UTF-8/LF normalization only,utf-8
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/TFTLCDCtrl.v,2011,56de0312caf6ca6713567e0b800f904ea984ea6da2deaf3da430c78228a8e590,archive/camera_lcd/TFTLCDCtrl.v,56de0312caf6ca6713567e0b800f904ea984ea6da2deaf3da430c78228a8e590,retained; UTF-8/LF normalization only,utf-8
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/top.v,2764,10793a1fbfa5bb0bdfe2944c84d666d9f9dd7e7e23a62171ecf4b8126b3ced07,archive/camera_lcd/top.v,776ed563bfd5e6edfb7f9bcef49a5a2ebf41b88e2698f8fb3f1486e27fdff121,retained; UTF-8/LF normalization only,utf-8
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/transcript,500,45c40abbf7cdfe41a8b9fcb3b0212d4bfc728ccabf607e83b75bad8064efdb61,,,excluded: generated build/simulator/IDE artifact or historical output,
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/Unpacking.v,1832,e9f76d7fc8c4c80374d7b95fe618c8d7177e245336fa627fe9158ad5562331ba,archive/camera_lcd/Unpacking.v,bd44b9c4610d9080a860faf7280c237f09d70c2c6d242b5e917dca6ff3bb0803,retained; UTF-8/LF normalization only,utf-8
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/vertical.v,1089,66d59bee1c20acf9b5510b0c1466c9ff26e65f74c2c8fb6f635a128d36c6acbc,archive/camera_lcd/vertical.v,66d59bee1c20acf9b5510b0c1466c9ff26e65f74c2c8fb6f635a128d36c6acbc,retained; UTF-8/LF normalization only,utf-8
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/work/_info,5636,d57787c4386ab43bc12f8c7c4428bc48d9c748310cdac246983beb82c813ab15,,,excluded: generated build/simulator/IDE artifact or historical output,
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/work/_lib.qdb,49152,26fedebe43a7b909d42fcd86367b4c8ffac23bbcfc83ce046935cdc5f310e045,,,excluded: generated build/simulator/IDE artifact or historical output,
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/work/_lib1_0.qdb,32768,730605821da53e1010d027d2b45f356f6dfde2cce9cf7ea506ca195d27368d63,,,excluded: generated build/simulator/IDE artifact or historical output,
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/work/_lib1_0.qpg,245760,871df5fd4050beaca55ce43fa2e74640f3790af0e84c582b3f021b549ecab59b,,,excluded: generated build/simulator/IDE artifact or historical output,
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/work/_lib1_0.qtl,173140,d662a45fca28ae8f85df5938e99a7c295087661443c2afe9242d3349353da0ee,,,excluded: generated build/simulator/IDE artifact or historical output,
Camera_LCD_ctrl.zip,Camera_LCD_ctrl/work/_vmake,29,d287f8a335408d3f94fea840ad628f2cbed3775952c49131049ef8f60fd337c9,,,excluded: generated build/simulator/IDE artifact or historical output,
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_converter_v1/RGB_YCbCr_converter_v1.cr.mti,1063,9a1d635f2ec832e31b755584d3b4d11d81a9ca323634696f375936f1f9f75fef,,,excluded: generated build/simulator/IDE artifact or historical output,
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_converter_v1/RGB_YCbCr_converter_v1.mpf,19737,e3b32413e8650ff1a8411e626d241812b4233fd7c92da4d77968217d89dc3c8b,,,excluded: historical IDE project metadata; setup facts documented separately,
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_converter_v1/R_2_Y.v,2410,1c752b7f7e18fccd14f21721835e51328e5aed425465c4bdbbc5b915bbef68fc,archive/color/RGB_YCbCr_converter_v1/R_2_Y.v,03384f8f6c86023d387c90e50e0d4cc4ddc7f7cc53acc0db0b8d71e6bdfad631,retained; UTF-8/LF normalization only,utf-8
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_converter_v1/tb_R_2_Y.v,875,732cbcb9c9cd78538d3d1e76543f3b0c2a6c21ad565fd86198b7f67279a59cde,archive/color/RGB_YCbCr_converter_v1/tb_R_2_Y.v,7ab1f29daf6746afce3b32269254e6423ca127861289697f53b32c46de553e42,retained; UTF-8/LF normalization only,utf-8
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_converter_v1/tb_Y_2_R.v,1045,579102991c39521abb0d1fc75bc22b90e77922bf8c4720e39511581dabf2518d,archive/color/RGB_YCbCr_converter_v1/tb_Y_2_R.v,779b230e798e7546059b72e01655a7be26aa401719c9be8a0f1a386e5253619c,retained; UTF-8/LF normalization only,utf-8
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_converter_v1/vsim.wlf,57344,3be0dec78879e9b0f2720a3396a7b3dffa941ffb4f347fa55abbd4e433904a20,,,excluded: generated build/simulator/IDE artifact or historical output,
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_converter_v1/work/_info,2490,a988619fe17a78c02e49a6a51d281fcfe3bc3fbeb3a8d00cc86aaeb5ac0aae1f,,,excluded: generated build/simulator/IDE artifact or historical output,
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_converter_v1/work/_lib.qdb,49152,6bfc33735c6b6c97cb49e3c2f1dde796a679d83b5cdb7aac94bdf5e2bdd6bf75,,,excluded: generated build/simulator/IDE artifact or historical output,
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_converter_v1/work/_lib1_0.qdb,32768,b49840fab0abaa3c2852ab974a498d4cc248ee37b3df51faa10fefdfbc3b7833,,,excluded: generated build/simulator/IDE artifact or historical output,
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_converter_v1/work/_lib1_0.qpg,106496,05441d576ccf5f7974baefd90bc80c4895d63c69ef0b4a0f595743ae3805a357,,,excluded: generated build/simulator/IDE artifact or historical output,
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_converter_v1/work/_lib1_0.qtl,43137,420cf5b39f49f83c6d7844465e8060a9fc03a79498170121b86d3c9740fc0cea,,,excluded: generated build/simulator/IDE artifact or historical output,
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_converter_v1/work/_vmake,29,d287f8a335408d3f94fea840ad628f2cbed3775952c49131049ef8f60fd337c9,,,excluded: generated build/simulator/IDE artifact or historical output,
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_converter_v1/Y_2_R.v,1977,ab6e3c018eab4e6b598f1df676fad7838557f5c84313ae33231bf6cd7a3d1035,archive/color/RGB_YCbCr_converter_v1/Y_2_R.v,58503fac984d532279eba0009174d662c22aa4146cf025b22e2d6b04f983271a,retained; UTF-8/LF normalization only,utf-8
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v1/BRAMCtrl.v,1517,fe81c9b172163eef17f7444e487c196198648d3f9cd598f5c251e363267eec4c,archive/color/RGB_YCbCr_v1/BRAMCtrl.v,fe81c9b172163eef17f7444e487c196198648d3f9cd598f5c251e363267eec4c,retained; UTF-8/LF normalization only,utf-8
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v1/CIS_IF.v,2703,6519355df7824eb44bc83b870754acf620ee6c61034e5cedd56fe190aedad571,archive/color/RGB_YCbCr_v1/CIS_IF.v,269c5c09289b319be49369d56b2a535ae6e51a7091c58722f8701b8929d96d38,retained; UTF-8/LF normalization only,utf-8
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v1/g2m.v,386,3c04d8f53e0cf53e2bf8f7163ca9e8e65ffe98b4852775db451028a747925473,archive/color/RGB_YCbCr_v1/g2m.v,0d9f0e58edd76959c66ff0903b29c3f5a0f7c07bb5e930c7312de110e3257676,retained; UTF-8/LF normalization only,cp949
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v1/horizontal.v,1799,c865443fda947ca72b911b0a2ed42e7677ac49a435dd014e3d2307fb9eb889cb,archive/color/RGB_YCbCr_v1/horizontal.v,af548b6bbb3c894d708685e335e1afb14f8c2e52992e41a7c1c07c79a84537be,retained; UTF-8/LF normalization only,utf-8
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v1/I2C.ngc,34167,b21eaf761da871728a7f05d6a61d74f2e8632aaaef2f79a118ce0ca749e89025,,,excluded: compiled I2C netlist; source/license provenance not supplied,
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v1/I2C.v,330,476ca9cfe72810a92539cba2e839313eacc74bc724a13e0b16147db21d9e793e,archive/color/RGB_YCbCr_v1/I2C.v,8a131f6566703124eefae042c9131c43f96bcea540885079f3f019b784209210,retained; UTF-8/LF normalization only,cp949
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v1/i2cset.v,3486,0120ced7fae707bf88ef0c1f525ac8c8f3ab5e243cd796fc7fe9de212fcc1253,archive/color/RGB_YCbCr_v1/i2cset.v,6a53be8b5cbd65a0dec22a2a19032e9dcd62aa80e1f12f68c34c4e01f985780c,retained; UTF-8/LF normalization only,cp949
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v1/i2c_top.v,851,77c81672648c934d98371c4e4f3bb0c678104488a28ac0975ba1eab51703ae5f,archive/color/RGB_YCbCr_v1/i2c_top.v,54a25f22cfbd8ffc9be37b95fd1bddc43e3ddcd532793bf3905257e7e82cf914,retained; UTF-8/LF normalization only,cp949
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v1/packing.v,1873,0bfa9583378054a02a16e609ed4155069ba90384a1c578ddde55b182608114b9,archive/color/RGB_YCbCr_v1/packing.v,b729d6861b3160b8c21dd6d47314fb8f06b2e2a4d03530ba1bf1af97cfd3624f,retained; UTF-8/LF normalization only,utf-8
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v1/packing_unpakcing.v,712,f3ba6e32176e533bcf789b1fc869842ee9e868661a75df3e33c3fd874a484243,archive/color/RGB_YCbCr_v1/packing_unpakcing.v,f3ba6e32176e533bcf789b1fc869842ee9e868661a75df3e33c3fd874a484243,retained; UTF-8/LF normalization only,utf-8
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v1/RGB_YCbCr_v1.cr.mti,4819,7d26d4a5408b7139b6cea0d5db906b433b9510b809f3f344aa00d34f528e9f2a,,,excluded: generated build/simulator/IDE artifact or historical output,
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v1/RGB_YCbCr_v1.mpf,26259,5f4832b1ec3d3666e58d3d1a60b11687c2e7cf7ba0e6e4b66ca18aeba9cbce2b,,,excluded: historical IDE project metadata; setup facts documented separately,
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v1/R_2_Y.v,2307,55988e114ca6d55b784cc9feb57bb54edb3920448ee066adca8e498d84db49c4,archive/color/RGB_YCbCr_v1/R_2_Y.v,abf3e4f6c5bf90f7d5cb7c2ba22a93ca69f9921b3d3d3984121f5ce1602db1a8,retained; UTF-8/LF normalization only,utf-8
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v1/TFTLCDCtrl.v,1978,d463c80a643b703a8fcf48ef2114115e29882abd60239554a779d41088a7b031,archive/color/RGB_YCbCr_v1/TFTLCDCtrl.v,d463c80a643b703a8fcf48ef2114115e29882abd60239554a779d41088a7b031,retained; UTF-8/LF normalization only,utf-8
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v1/top.v,2358,1e5ad6a4a453be024e19af28bd52a912198bcc8b24f1cff0bee53d07b5dccc63,archive/color/RGB_YCbCr_v1/top.v,1e5ad6a4a453be024e19af28bd52a912198bcc8b24f1cff0bee53d07b5dccc63,retained; UTF-8/LF normalization only,utf-8
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v1/top.xdc,3342,cb1763ee63e12409dd37b9ddcb35800dc7209c5d15c2d00fbafc0dfaa9678868,archive/color/RGB_YCbCr_v1/top.xdc,452be79d11c269fbae0e85032670c4a5a44ae394ebffdee3a36c4a7f920af930,retained; UTF-8/LF normalization only,utf-8
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v1/transcript,2807,af4dfc5702bc4ac5f6b8775d0deb3fa7e7f88f17703cacf96b803dbd8fbae2f5,,,excluded: generated build/simulator/IDE artifact or historical output,
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v1/Unpacking.v,3560,c9a508979e9ca0c81cd8ceb731079a76162e93e1c857298e20f9513ed7dd3720,archive/color/RGB_YCbCr_v1/Unpacking.v,bf34c313021f54259dc974eb93fa7af2721b065f24f9bae791e13bf42cf25c61,retained; UTF-8/LF normalization only,utf-8
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v1/vertical.v,1089,66d59bee1c20acf9b5510b0c1466c9ff26e65f74c2c8fb6f635a128d36c6acbc,archive/color/RGB_YCbCr_v1/vertical.v,66d59bee1c20acf9b5510b0c1466c9ff26e65f74c2c8fb6f635a128d36c6acbc,retained; UTF-8/LF normalization only,utf-8
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v1/work/_info,7334,ae260778b322c71301b8fd9c2f3413d3a019f04e2024324a47b2c2884f0e024d,,,excluded: generated build/simulator/IDE artifact or historical output,
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v1/work/_lib.qdb,49152,457aa19f1158740260388e99dd832101efd7cc5d4a6229feb56064a0a392f7ee,,,excluded: generated build/simulator/IDE artifact or historical output,
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v1/work/_lib1_0.qdb,32768,31a6fb262532857321b1c0a7a879b073b105dfa6e908ea7601b5e60e1e417588,,,excluded: generated build/simulator/IDE artifact or historical output,
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v1/work/_lib1_0.qpg,270336,435012b24e91297d10a20859adf8662d6435a87b3ff93e487b305b8372a8fc6b,,,excluded: generated build/simulator/IDE artifact or historical output,
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v1/work/_lib1_0.qtl,179888,0f476e457e98f08861bbc35152d20c63fd1ffd2d973acad32eda9b0e8fa723df,,,excluded: generated build/simulator/IDE artifact or historical output,
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v1/work/_vmake,29,d287f8a335408d3f94fea840ad628f2cbed3775952c49131049ef8f60fd337c9,,,excluded: generated build/simulator/IDE artifact or historical output,
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v1/Y_2_R.v,1977,ab6e3c018eab4e6b598f1df676fad7838557f5c84313ae33231bf6cd7a3d1035,archive/color/RGB_YCbCr_v1/Y_2_R.v,58503fac984d532279eba0009174d662c22aa4146cf025b22e2d6b04f983271a,retained; UTF-8/LF normalization only,utf-8
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v2(filtering)/BRAMCtrl.v,1525,a91d39918be1d1f784cb28e7594328b60999b5c4b667f17555e9bc3176a7c150,rtl/BRAMCtrl.v,a91d39918be1d1f784cb28e7594328b60999b5c4b667f17555e9bc3176a7c150,duplicate mapped to existing source,utf-8
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v2(filtering)/CIS_IF.v,2703,6519355df7824eb44bc83b870754acf620ee6c61034e5cedd56fe190aedad571,rtl/CIS_IF.v,269c5c09289b319be49369d56b2a535ae6e51a7091c58722f8701b8929d96d38,duplicate mapped to existing source,utf-8
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v2(filtering)/conv.v,3191,b70e9df3995d19fe01476e5ff230734a6bdb601dfb59f0934b49a809c73ab46d,rtl/conv.v,5ff02c4e40e9212e5414f9740db4c72479ca8ae84197d5b32658fe1920648958,duplicate mapped to existing source,utf-8
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v2(filtering)/filtering.v,2672,0734062b078dfa3b20a21e26f622714227e2bcc0c9541110581d4ae7f528b70a,rtl/filtering.v,540ac5e53bc446964643b547c5df34ed6c4320d86d1eebbd417dbe9fb6c21023,duplicate mapped to existing source,utf-8
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v2(filtering)/filtering_v1.cr.mti,6903,328c41a37f24dbed2d06a84588735a7ae1ad2c7434265eb731f2058190e8fd40,,,excluded: generated build/simulator/IDE artifact or historical output,
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v2(filtering)/filtering_v1.mpf,30710,c170e7d3ff58f70b512a3388f959c96e200589824c50d558a854ee7f6ce636ae,,,excluded: historical IDE project metadata; setup facts documented separately,
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v2(filtering)/g2m.v,386,3c04d8f53e0cf53e2bf8f7163ca9e8e65ffe98b4852775db451028a747925473,rtl/g2m.v,0d9f0e58edd76959c66ff0903b29c3f5a0f7c07bb5e930c7312de110e3257676,duplicate mapped to existing source,cp949
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v2(filtering)/horizontal.v,2149,d61e18f12eb8cb6844d8ac788d1cb4b0cb7da0e5631053df6d3c537f8b0c6748,rtl/horizontal.v,f6b1475db4b1859ee0132f259c79dfcce20fd87551c04919be22442338f2d18b,duplicate mapped to existing source,utf-8
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v2(filtering)/I2C.ngc,34167,b21eaf761da871728a7f05d6a61d74f2e8632aaaef2f79a118ce0ca749e89025,,,excluded: compiled I2C netlist; source/license provenance not supplied,
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v2(filtering)/I2C.v,330,476ca9cfe72810a92539cba2e839313eacc74bc724a13e0b16147db21d9e793e,rtl/I2C.v,8a131f6566703124eefae042c9131c43f96bcea540885079f3f019b784209210,duplicate mapped to existing source,cp949
RGB_YCbCr_total.zip,RGB_YCbCr_total/RGB_YCbCr_v2(filtering)/i2cset.v,3486,0120ced7fae707bf88ef0c1f525ac8c8f3ab5e243cd796fc7fe9de212fcc1253,rtl/i2cset.v,6a53be8b5cbd65a0dec22a2a19032e9dcd62aa80e1f12f68c34c4e01f985780c,duplicate mapped to existing source,cp949
